sales_date,order_id,customer_name,branch,product_name,category,color,price,quantity,payment_type,trade_in,discount,total,total_sales,status,branch_address
5/6/2025,TRX05989,Customer_2559,Karawang,Hyundai Stargazer Prime AT,MPV,Silver Titan,300000000,1,Kredit + Trade In,84000000,0,300000000,216000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
3/12/2025,TRX05990,Customer_3111,Pontianak,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Hitam Metalik,580000000,1,Cash,0,0,580000000,580000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
5/25/2025,TRX05991,Customer_536,Palembang,Toyota Avanza 1.5 G CVT,MPV,Putih Mutiara,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
9/15/2025,TRX05992,Customer_2519,Pontianak,Toyota Rush 1.5 S GR Sport CVT,SUV,Merah,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
8/31/2025,TRX05993,Customer_228,Karawang,Mitsubishi Xpander Ultimate CVT,MPV,Hitam Metalik,320000000,1,Kredit + Trade In,42000000,0,320000000,278000000,cancelled,"Jl. Ahmad Yani No. 5, Karawang"
11/30/2025,TRX05994,Customer_1040,Kendari,Toyota Innova Zenix 2.0 V CVT,MPV,Abu-abu Metalik,450000000,1,Kredit,0,0,450000000,450000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
11/28/2025,TRX05995,Customer_4245,Malang,Honda HR-V 1.5 E CVT,SUV,Silver Metalik,380000000,1,Kredit,0,0,380000000,380000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
8/11/2025,TRX05996,Customer_638,Bandung,Honda CR-V 1.5 Turbo RS,SUV,Hitam Metalik,650000000,1,Kredit,0,0,650000000,650000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
10/17/2025,TRX05997,Customer_3116,Malang,Honda HR-V 1.5 E CVT,SUV,Merah,380000000,1,Cash,0,0,380000000,380000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
5/25/2025,TRX05998,Customer_216,Jakarta,Hyundai Creta Prime AT,SUV,Putih Atlas,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
9/5/2025,TRX05999,Customer_391,Karawang,Honda HR-V 1.5 E CVT,SUV,Hitam Metalik,380000000,1,Cash,0,0,380000000,380000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
10/19/2025,TRX06000,Customer_68,Padang,Honda Brio Satya E CVT,Hatchback,Merah,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
4/19/2025,TRX06001,Customer_1929,Pontianak,Honda CR-V 1.5 Turbo RS,SUV,Abu-abu Metalik,650000000,1,Kredit,0,0,650000000,650000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
7/31/2025,TRX06002,Customer_610,Kendari,Suzuki Ertiga GX AT,MPV,Merah,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
10/24/2025,TRX06003,Customer_325,Malang,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Hitam Metalik,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
3/7/2025,TRX06004,Customer_557,Bandung,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Abu-abu Metalik,580000000,1,Kredit + Trade In,152000000,0,580000000,428000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
9/22/2025,TRX06005,Customer_1616,Malang,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Abu-abu Metalik,580000000,1,Kredit + Trade In,235000000,0,580000000,345000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
6/4/2025,TRX06006,Customer_3296,Padang,Honda Brio Satya E CVT,Hatchback,Merah,190000000,1,Cash,0,0,190000000,190000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
8/17/2025,TRX06007,Customer_4174,Semarang,Daihatsu Terios 1.5 R CVT,SUV,Silver Metalik,290000000,1,Kredit + Trade In,65000000,0,290000000,225000000,completed,"Jl. Setiabudi No. 60, Semarang"
1/12/2025,TRX06008,Customer_3783,Semarang,Hyundai Stargazer Prime AT,MPV,Hitam Phantom,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Setiabudi No. 60, Semarang"
5/23/2025,TRX06009,Customer_3765,Bandung,Toyota Rush 1.5 S GR Sport CVT,SUV,Silver Metalik,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
4/29/2025,TRX06010,Customer_1280,Malang,Daihatsu Xenia 1.5 R CVT,MPV,Hitam Metalik,240000000,1,Kredit,0,0,240000000,240000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
10/3/2025,TRX06011,Customer_1679,Kendari,Suzuki Ertiga GX AT,MPV,Merah,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
9/8/2025,TRX06012,Customer_3757,Bandung,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Hitam Metalik,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
9/23/2025,TRX06013,Customer_1805,Padang,Hyundai Creta Prime AT,SUV,Merah Fiery,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
11/21/2025,TRX06014,Customer_3072,Pontianak,Hyundai Creta Prime AT,SUV,Hitam Phantom,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
5/26/2025,TRX06015,Customer_4232,Semarang,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Abu-abu Metalik,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Setiabudi No. 60, Semarang"
8/22/2025,TRX06016,Customer_1750,Karawang,Daihatsu Xenia 1.5 R CVT,MPV,Hitam Metalik,240000000,1,Kredit,0,0,240000000,240000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
1/29/2025,TRX06017,Customer_245,Malang,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Putih,520000000,1,Kredit,0,0,520000000,520000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
4/11/2025,TRX06018,Customer_3058,Karawang,Honda CR-V 1.5 Turbo RS,SUV,Putih Mutiara,650000000,2,Cash,0,0,1300000000,1300000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
3/31/2025,TRX06019,Customer_2148,Bandung,Honda Brio Satya E CVT,Hatchback,Hitam,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
5/13/2025,TRX06020,Customer_1503,Batam,Wuling Air ev Long Range,City Car (EV),Abu-abu,250000000,1,Cash + Trade In,56000000,0,250000000,194000000,completed,"Jl. Engku Putri No. 9, Batam"
9/30/2025,TRX06021,Customer_2802,Pontianak,Mitsubishi Xpander Ultimate CVT,MPV,Putih Pearl,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
5/19/2025,TRX06022,Customer_2628,Pontianak,Suzuki Ertiga GX AT,MPV,Hitam Metalik,260000000,1,Cash + Trade In,140000000,0,260000000,120000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
5/21/2025,TRX06023,Customer_1266,Semarang,Honda Brio Satya E CVT,Hatchback,Merah,190000000,1,Cash,0,0,190000000,190000000,completed,"Jl. Setiabudi No. 60, Semarang"
6/24/2025,TRX06024,Customer_3428,Padang,Nissan Livina VE AT,MPV,Silver Metalik,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
8/20/2025,TRX06025,Customer_506,Bandung,Daihatsu Xenia 1.5 R CVT,MPV,Coklat Metalik,240000000,1,Kredit,0,0,240000000,240000000,refund,"Jl. Soekarno Hatta No. 88, Bandung"
3/24/2025,TRX06026,Customer_3598,Pontianak,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Hitam Metalik,580000000,1,Kredit,0,0,580000000,580000000,refund,"Jl. Ahmad Yani No. 45, Pontianak"
1/1/2025,TRX06027,Customer_2806,Kendari,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Silver Metalik,520000000,1,Cash,0,1000000,520000000,519000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
6/21/2025,TRX06028,Customer_2846,Jakarta,Suzuki Ertiga GX AT,MPV,Merah,260000000,1,Cash,0,0,260000000,260000000,cancelled,"Jl. MT. Haryono No. 12, Jakarta"
10/25/2025,TRX06029,Customer_4259,Padang,Daihatsu Xenia 1.5 R CVT,MPV,Hitam Metalik,240000000,1,Kredit,0,0,240000000,240000000,cancelled,"Jl. Khatib Sulaiman No. 10, Padang"
1/17/2025,TRX06030,Customer_592,Bandung,Toyota Avanza 1.5 G CVT,MPV,Putih Mutiara,260000000,1,Cash + Trade In,222000000,0,260000000,38000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
2/19/2025,TRX06031,Customer_280,Padang,Toyota Innova Zenix 2.0 V CVT,MPV,Merah Maroon,450000000,1,Kredit + Trade In,215000000,0,450000000,235000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
10/23/2025,TRX06032,Customer_3820,Karawang,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Coklat Metalik,580000000,1,Cash + Trade In,238000000,0,580000000,342000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
4/19/2025,TRX06033,Customer_4285,Kendari,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Hitam Metalik,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
4/22/2025,TRX06034,Customer_1460,Pontianak,Toyota Innova Zenix 2.0 V CVT,MPV,Merah Maroon,450000000,1,Kredit + Trade In,70000000,0,450000000,380000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
5/10/2025,TRX06035,Customer_371,Malang,Hyundai Creta Prime AT,SUV,Hitam Phantom,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
5/31/2025,TRX06036,Customer_2724,Semarang,Nissan Livina VE AT,MPV,Putih Mutiara,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Setiabudi No. 60, Semarang"
12/20/2025,TRX06037,Customer_3257,Jakarta,Toyota Rush 1.5 S GR Sport CVT,SUV,Silver Metalik,300000000,1,Kredit + Trade In,271000000,0,300000000,29000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
3/2/2025,TRX06038,Customer_4341,Malang,Honda CR-V 1.5 Turbo RS,SUV,Abu-abu Metalik,650000000,1,Kredit,0,0,650000000,650000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
4/17/2025,TRX06039,Customer_1693,Jakarta,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Hitam Metalik,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
5/19/2025,TRX06040,Customer_2983,Pontianak,Honda Brio Satya E CVT,Hatchback,Merah,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
10/9/2025,TRX06041,Customer_4295,Jakarta,Suzuki Ertiga GX AT,MPV,Silver Metalik,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
3/28/2025,TRX06042,Customer_3270,Semarang,Daihatsu Xenia 1.5 R CVT,MPV,Coklat Metalik,240000000,1,Kredit + Trade In,240000000,0,240000000,0,completed,"Jl. Setiabudi No. 60, Semarang"
12/4/2025,TRX06043,Customer_3002,Karawang,Daihatsu Terios 1.5 R CVT,SUV,Hitam Metalik,290000000,1,Kredit,0,0,290000000,290000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
7/15/2025,TRX06044,Customer_3841,Jakarta,Honda Brio Satya E CVT,Hatchback,Putih,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
1/26/2025,TRX06045,Customer_3159,Batam,Toyota Innova Zenix 2.0 V CVT,MPV,Abu-abu Metalik,450000000,1,Kredit,0,0,450000000,450000000,completed,"Jl. Engku Putri No. 9, Batam"
5/16/2025,TRX06046,Customer_3501,Karawang,Daihatsu Xenia 1.5 R CVT,MPV,Hitam Metalik,240000000,1,Cash + Trade In,131000000,0,240000000,109000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
6/19/2025,TRX06047,Customer_272,Pontianak,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Abu-abu Granite,520000000,1,Kredit + Trade In,35000000,0,520000000,485000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
5/21/2025,TRX06048,Customer_3388,Pontianak,Honda BR-V 1.5 E CVT,MPV,Merah,310000000,1,Kredit + Trade In,233000000,0,310000000,77000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
7/2/2025,TRX06049,Customer_2667,Kendari,Toyota Avanza 1.5 G CVT,MPV,Hitam Metalik,260000000,1,Kredit + Trade In,74000000,0,260000000,186000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
4/6/2025,TRX06050,Customer_257,Kendari,Mitsubishi Xpander Ultimate CVT,MPV,Abu-abu Titanium,320000000,1,Cash,0,0,320000000,320000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
6/22/2025,TRX06051,Customer_3975,Batam,Toyota Rush 1.5 S GR Sport CVT,SUV,Putih Mutiara,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Engku Putri No. 9, Batam"
2/9/2025,TRX06052,Customer_2848,Batam,Honda HR-V 1.5 E CVT,SUV,Merah,380000000,1,Kredit + Trade In,237000000,0,380000000,143000000,completed,"Jl. Engku Putri No. 9, Batam"
5/12/2025,TRX06053,Customer_1144,Pontianak,Honda Brio Satya E CVT,Hatchback,Merah,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
12/14/2025,TRX06054,Customer_3630,Karawang,Hyundai Stargazer Prime AT,MPV,Hitam Phantom,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
5/1/2025,TRX06055,Customer_1310,Padang,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Abu-abu Quartz,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
5/25/2025,TRX06056,Customer_116,Malang,Nissan Livina VE AT,MPV,Hitam Metalik,260000000,1,Kredit + Trade In,54000000,0,260000000,206000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
6/30/2025,TRX06057,Customer_1594,Malang,Wuling Almaz RS Pro AT,SUV,Putih Mutiara,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
10/5/2025,TRX06058,Customer_1496,Kendari,Suzuki XL7 Beta AT,SUV,Silver Metalik,260000000,1,Kredit,0,0,260000000,260000000,cancelled,"Jl. Ahmad Yani No. 33, Kendari"
1/26/2025,TRX06059,Customer_3944,Batam,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Putih Pearl,580000000,1,Cash,0,0,580000000,580000000,completed,"Jl. Engku Putri No. 9, Batam"
12/4/2025,TRX06060,Customer_1173,Malang,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Hitam Metalik,580000000,1,Cash + Trade In,38000000,0,580000000,542000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
2/14/2025,TRX06061,Customer_47,Batam,Honda Brio Satya E CVT,Hatchback,Putih,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. Engku Putri No. 9, Batam"
10/19/2025,TRX06062,Customer_914,Palembang,Hyundai Stargazer Prime AT,MPV,Hitam Phantom,300000000,1,Cash,0,0,300000000,300000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
3/22/2025,TRX06063,Customer_1438,Pontianak,Suzuki XL7 Beta AT,SUV,Coklat Metalik,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
7/22/2025,TRX06064,Customer_3413,Pontianak,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Silver Metalik,520000000,1,Cash + Trade In,291000000,0,520000000,229000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
11/12/2025,TRX06065,Customer_2535,Jakarta,Hyundai Stargazer Prime AT,MPV,Putih Atlas,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
9/17/2025,TRX06066,Customer_4116,Bandung,Suzuki XL7 Beta AT,SUV,Putih Mutiara,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
4/29/2025,TRX06067,Customer_253,Batam,Wuling Air ev Long Range,City Car (EV),Putih,250000000,1,Kredit,0,0,250000000,250000000,completed,"Jl. Engku Putri No. 9, Batam"
3/7/2025,TRX06068,Customer_1450,Malang,Honda Brio Satya E CVT,Hatchback,Kuning,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
3/10/2025,TRX06069,Customer_2945,Batam,Daihatsu Xenia 1.5 R CVT,MPV,Silver Metalik,240000000,1,Kredit,0,0,240000000,240000000,completed,"Jl. Engku Putri No. 9, Batam"
6/28/2025,TRX06070,Customer_3968,Pontianak,Honda HR-V 1.5 E CVT,SUV,Hitam Metalik,380000000,1,Kredit,0,0,380000000,380000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
4/6/2025,TRX06071,Customer_2623,Jakarta,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Coklat Metalik,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
6/23/2025,TRX06072,Customer_3626,Padang,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Hitam Metalik,580000000,1,Cash + Trade In,65000000,0,580000000,515000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
2/24/2025,TRX06073,Customer_4479,Kendari,Honda HR-V 1.5 E CVT,SUV,Silver Metalik,380000000,1,Cash + Trade In,145000000,0,380000000,235000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
3/18/2025,TRX06074,Customer_3484,Kendari,Toyota Avanza 1.5 G CVT,MPV,Hitam Metalik,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
9/20/2025,TRX06075,Customer_3327,Kendari,Daihatsu Terios 1.5 R CVT,SUV,Silver Metalik,290000000,1,Cash + Trade In,73000000,0,290000000,217000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
10/26/2025,TRX06076,Customer_1103,Jakarta,Hyundai Creta Prime AT,SUV,Hitam Phantom,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
7/30/2025,TRX06077,Customer_4402,Padang,Suzuki Ertiga GX AT,MPV,Hitam Metalik,260000000,1,Kredit + Trade In,141000000,0,260000000,119000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
8/4/2025,TRX06078,Customer_4167,Karawang,Toyota Rush 1.5 S GR Sport CVT,SUV,Silver Metalik,300000000,1,Cash + Trade In,214000000,0,300000000,86000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
4/5/2025,TRX06079,Customer_617,Batam,Suzuki Ertiga GX AT,MPV,Merah,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Engku Putri No. 9, Batam"
5/1/2025,TRX06080,Customer_3099,Padang,Daihatsu Terios 1.5 R CVT,SUV,Merah,290000000,1,Kredit + Trade In,260000000,0,290000000,30000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
8/3/2025,TRX06081,Customer_2204,Palembang,Daihatsu Xenia 1.5 R CVT,MPV,Silver Metalik,240000000,1,Cash,0,0,240000000,240000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
5/20/2025,TRX06082,Customer_1619,Bandung,Hyundai Stargazer Prime AT,MPV,Hitam Phantom,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
10/30/2025,TRX06083,Customer_1189,Bandung,Honda HR-V 1.5 E CVT,SUV,Silver Metalik,380000000,1,Kredit,0,0,380000000,380000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
4/15/2025,TRX06084,Customer_1572,Semarang,Toyota Rush 1.5 S GR Sport CVT,SUV,Putih Mutiara,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Setiabudi No. 60, Semarang"
5/2/2025,TRX06085,Customer_2677,Bandung,Toyota Innova Zenix 2.0 V CVT,MPV,Hitam Metalik,450000000,1,Kredit,0,0,450000000,450000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
2/21/2025,TRX06086,Customer_2679,Jakarta,Wuling Almaz RS Pro AT,SUV,Abu-abu Metalik,320000000,1,Cash,0,0,320000000,320000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
8/7/2025,TRX06087,Customer_2573,Palembang,Mitsubishi Xpander Ultimate CVT,MPV,Putih Pearl,320000000,2,Kredit,0,0,640000000,640000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
11/20/2025,TRX06088,Customer_2415,Palembang,Toyota Rush 1.5 S GR Sport CVT,SUV,Silver Metalik,300000000,1,Kredit,0,0,300000000,300000000,refund,"Jl. Kolonel H. Barlian No. 21, Palembang"
12/26/2025,TRX06089,Customer_3119,Palembang,Honda CR-V 1.5 Turbo RS,SUV,Hitam Metalik,650000000,1,Kredit,0,0,650000000,650000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
7/30/2025,TRX06090,Customer_2134,Palembang,Honda BR-V 1.5 E CVT,MPV,Silver Metalik,310000000,1,Cash,0,0,310000000,310000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
11/27/2025,TRX06091,Customer_1153,Pontianak,Toyota Innova Zenix 2.0 V CVT,MPV,Merah Maroon,450000000,1,Cash,0,0,450000000,450000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
6/5/2025,TRX06092,Customer_2087,Karawang,Wuling Air ev Long Range,City Car (EV),Putih,250000000,1,Kredit,0,0,250000000,250000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
9/21/2025,TRX06093,Customer_971,Semarang,Suzuki XL7 Beta AT,SUV,Putih Mutiara,260000000,1,Cash + Trade In,73000000,0,260000000,187000000,completed,"Jl. Setiabudi No. 60, Semarang"
5/8/2025,TRX06094,Customer_1442,Karawang,Daihatsu Terios 1.5 R CVT,SUV,Hitam Metalik,290000000,1,Kredit,0,0,290000000,290000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
2/26/2025,TRX06095,Customer_2775,Bandung,Honda CR-V 1.5 Turbo RS,SUV,Putih Mutiara,650000000,1,Kredit + Trade In,144000000,0,650000000,506000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
6/13/2025,TRX06096,Customer_2383,Kendari,Toyota Rush 1.5 S GR Sport CVT,SUV,Silver Metalik,300000000,1,Kredit + Trade In,169000000,0,300000000,131000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
7/15/2025,TRX06097,Customer_3709,Jakarta,Hyundai Stargazer Prime AT,MPV,Silver Titan,300000000,1,Kredit + Trade In,270000000,0,300000000,30000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
7/11/2025,TRX06098,Customer_4081,Padang,Hyundai Stargazer Prime AT,MPV,Putih Atlas,300000000,1,Cash + Trade In,152000000,0,300000000,148000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
7/18/2025,TRX06099,Customer_1427,Bandung,Hyundai Creta Prime AT,SUV,Abu-abu Titanium,320000000,1,Cash + Trade In,260000000,0,320000000,60000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
3/28/2025,TRX06100,Customer_3492,Malang,Honda Brio Satya E CVT,Hatchback,Putih,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
11/20/2025,TRX06101,Customer_534,Batam,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Coklat Metalik,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Engku Putri No. 9, Batam"
3/1/2025,TRX06102,Customer_3155,Padang,Hyundai Stargazer Prime AT,MPV,Hitam Phantom,300000000,1,Cash + Trade In,103000000,0,300000000,197000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
1/1/2025,TRX06103,Customer_2823,Palembang,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Coklat Metalik,580000000,2,Kredit,0,1000000,1160000000,1159000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
5/20/2025,TRX06104,Customer_843,Kendari,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Abu-abu Metalik,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
8/3/2025,TRX06105,Customer_3818,Pontianak,Suzuki Ertiga GX AT,MPV,Merah,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
12/4/2025,TRX06106,Customer_471,Batam,Daihatsu Terios 1.5 R CVT,SUV,Putih Mutiara,290000000,1,Kredit,0,0,290000000,290000000,completed,"Jl. Engku Putri No. 9, Batam"
9/18/2025,TRX06107,Customer_2889,Kendari,Honda CR-V 1.5 Turbo RS,SUV,Hitam Metalik,650000000,1,Cash,0,0,650000000,650000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
4/18/2025,TRX06108,Customer_2639,Pontianak,Wuling Almaz RS Pro AT,SUV,Abu-abu Metalik,320000000,1,Cash,0,0,320000000,320000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
4/14/2025,TRX06109,Customer_3503,Malang,Wuling Almaz RS Pro AT,SUV,Putih Mutiara,320000000,1,Kredit + Trade In,213000000,0,320000000,107000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
8/27/2025,TRX06110,Customer_2989,Batam,Nissan Livina VE AT,MPV,Putih Mutiara,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Engku Putri No. 9, Batam"
3/17/2025,TRX06111,Customer_4197,Karawang,Wuling Almaz RS Pro AT,SUV,Hitam Metalik,320000000,1,Cash + Trade In,102000000,0,320000000,218000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
4/1/2025,TRX06112,Customer_2210,Palembang,Hyundai Stargazer Prime AT,MPV,Silver Titan,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
4/19/2025,TRX06113,Customer_795,Bandung,Hyundai Creta Prime AT,SUV,Putih Atlas,320000000,2,Kredit,0,0,640000000,640000000,refund,"Jl. Soekarno Hatta No. 88, Bandung"
7/9/2025,TRX06114,Customer_2806,Batam,Mitsubishi Xpander Ultimate CVT,MPV,Merah,320000000,2,Kredit,0,0,640000000,640000000,completed,"Jl. Engku Putri No. 9, Batam"
3/7/2025,TRX06115,Customer_3482,Batam,Wuling Almaz RS Pro AT,SUV,Abu-abu Metalik,320000000,1,Cash + Trade In,164000000,0,320000000,156000000,completed,"Jl. Engku Putri No. 9, Batam"
6/16/2025,TRX06116,Customer_1929,Jakarta,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Abu-abu Granite,520000000,1,Kredit,0,0,520000000,520000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
6/3/2025,TRX06117,Customer_2267,Bandung,Hyundai Creta Prime AT,SUV,Hitam Phantom,320000000,1,Cash + Trade In,142000000,0,320000000,178000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
